threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href
"垢版
|
0594 名無しどんぶらこ 2025/11/27(木) 23:44:08.65",侮辱ってX上のヤツだろw,,,,,,ID:FvITd/dK0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0595 名無しどんぶらこ 2025/11/27(木) 23:44:10.46",">>575
強制はできないから自主的に判断するしかないんだし
勝手に沈む船に飛び乗る連中を助けて被害を広げる必要はないし
現実、もう手遅れだと思えないあたりで無理だろ",,>>575,,,,ID:tJlFyDon0(8/13),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0596 名無しどんぶらこ 2025/11/27(木) 23:44:16.33",">>582
知ってた
だから恥知らずな文化って言ったんだよ",,>>582,,,,ID:fFi2OLHn0(3/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0597 名無しどんぶらこ 2025/11/27(木) 23:44:16.87",">>537
国籍透視とか病気だぞ
生まれも育ちも名古屋の日本人に何言ってんだお前
お前こそ何人だよ",,>>537,,,,ID:F1aLwBPZ0(7/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0598 名無しどんぶらこ 2025/11/27(木) 23:44:38.50",">>594
それはまず石鹸に言えと",,>>594,,,,ID:mUeMpjMx0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0599 名無しどんぶらこ 2025/11/27(木) 23:44:57.99",">>582
笑われるだけだと思うが。

日本が安全な国ってのは、日本旅行客が増加して世界に広まってるし。
円安だけじゃなくて、安全で女でも安心して旅行できるから日本に来てるんやで。",,>>582,,,,ID:eKbuaNrB0(22/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0600 名無しどんぶらこ 2025/11/27(木) 23:44:58.13",">>1
こんなバレバレの嘘を鵜呑みにするほど中国人は馬鹿じゃないと思うのだが、
「嘘だろ」とは言えんよな
これぞ同調圧力",,>>1,,,,ID:yxyWbYRc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0601 donguri 2025/11/27(木) 23:45:15.76","お前ら、リアルで中国人を日本人がどつき回してるの見たことあるか？
大阪ミナミでも、落ちてるゴミより中国人がいるのに、全然見たことないぞw",,,,,,ID:vcsHv0XB0(2/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0602 名無しどんぶらこ 2025/11/27(木) 23:45:20.44",そうだな、いい加減温厚な日本人もそろそろキレるかもなw,,,,,,ID:fDf/8dka0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0603 名無しどんぶらこ 2025/11/27(木) 23:45:46.54",">>574
香港マンション火災も日本のせいにされそうw",,>>574,,,,ID:spYEPB7y0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0604 名無しどんぶらこ 2025/11/27(木) 23:45:47.57",マジか日本怖いアル,,,,,,ID:nllYduPL0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0605 名無しどんぶらこ 2025/11/27(木) 23:45:49.34",">>581
高市答弁以上に
中国の異常な行動が目立ったからな
今までオールドメディアが隠してきた中国の異常性を
誰もが知ってしまったのが大きい高市支持と言うより
中国みたいな国とは距離を置かないといけないと気が付き始めた",,>>581,,,,ID:+c1/KuGu0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0606 名無しどんぶらこ 2025/11/27(木) 23:45:56.61",">>583
日本叩きが逆効果になってるのに、見たいものしかみてないってコワイネー",,>>583,,,,ID:tJlFyDon0(9/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0607 名無しどんぶらこ 2025/11/27(木) 23:46:05.86",">>581
ほとんどは高市の答弁の意味がわかってない",,>>581,,,,ID:2UA3iadl0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0608 名無しどんぶらこ 2025/11/27(木) 23:46:07.10",被害妄想ですねぇｗｗｗｗ,,,,,,ID:4iQDqLQc0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0609 名無しどんぶらこ 2025/11/27(木) 23:46:21.50","もう言ったもん勝ちなんだよな
証拠を示せとかソースは？とか裏を取ろうとする機関がないとこうなるね",,,,,,ID:4SKDVwcu0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0610 名無しどんぶらこ 2025/11/27(木) 23:46:24.31","どれだけ志那の犯罪被害に遭ってると思ってるんだよ
衝突避けようとするだけじゃなく政府は正しく主張しろ
本来世界中で中華コロナ殺戮の被害総数掲げて断罪すべきところ",,,,,,ID:yTUEW0fB0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0611 名無しどんぶらこ 2025/11/27(木) 23:46:27.79","中国さん
南京大虐殺のお詫びにトンキン大虐殺どうぞ",,,,,,ID:uKu183X/0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0612 名無しどんぶらこ 2025/11/27(木) 23:46:32.42","捏造やめろ！
日本人がここまで貶められるなんて悔しくてたまらん…
このまま黙ってていいのか？！",,,,,,ID:+O6nGxQi0(2/2),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0613 名無しどんぶらこ 2025/11/27(木) 23:47:05.53",ほんま中国ってみっともないなw,,,,,,ID:eHhqSWKe0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0614 名無しどんぶらこ 2025/11/27(木) 23:47:18.97",">>580
きみは上級で困窮とか経験したことなさそう
下々の現実なんか包括した考えできなそう",,>>580,,,,ID:6Swzby+E0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0615 名無しどんぶらこ 2025/11/27(木) 23:47:20.97","高市は今回のことで
この後無理に勇ましい事をしなくても
保守層の支持を確実なものとしただろう
成立からゴタゴタしてたが知らん間にいい流れになってて
運がいいと言うか何か持ってると言うか",,,,,,ID:44/k1Xjg0(5/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0616 名無しどんぶらこ 2025/11/27(木) 23:47:22.26",">>607
分かってるよ。
本音を言って何が悪いんだってのが20代30代のフィーリングだよ。",,>>607,,,,ID:eKbuaNrB0(23/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0617 名無しどんぶらこ 2025/11/27(木) 23:47:26.08",でもこういうのが世界に流通しちゃうんだよー,,,,,,ID:M6ZOYALz0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0618 名無しどんぶらこ 2025/11/27(木) 23:47:28.28","そりゃ大変だなー
日本にいる中国人はみんなすぐ帰ったほうがいいんじゃないか",,,,,,ID:jew7Ajaa0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0619 donguri 2025/11/27(木) 23:47:37.41","中国ってのは国としても人間としても「信用」や「品格」の全くない
金と武器持ってる匪賊なんだとよく分かった",,,,,,ID:vcsHv0XB0(3/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0620 名無しどんぶらこ 2025/11/27(木) 23:47:40.37",へずまって中国行ったら逮捕されそう,,,,,,ID:UYTs1ydC0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0621 名無しどんぶらこ 2025/11/27(木) 23:47:48.29","うむうむ。日本は中国人にとって、確かに危険な場所かもしれないね。

中国人観光客と中国人留学生を極力受け入れしないように、日本側は尽力するべきだよ。",,,,,,ID:FGgetRjJ0(2/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0622 名無しどんぶらこ 2025/11/27(木) 23:47:53.27",">>1
日本人男児殺したのはお前らだろ",,>>1,,,,ID:E4pZzrFn0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0623 名無しどんぶらこ 2025/11/27(木) 23:47:54.93",しばき隊そっくりやなｗ,,,,,,ID:gl8zGsNO0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0624 名無しどんぶらこ 2025/11/27(木) 23:47:59.94",あとウナギは毒があるから食べない方がいい,,,,,,ID:+AtayQWr0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0625 名無しどんぶらこ 2025/11/27(木) 23:48:11.84",">>595
二次被害が出るから警察や消防が山や海のレジャーしてる人を助けないなんてことはないだろ",,>>595,,,,ID:X8NRpRKc0(13/14),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0626 名無しどんぶらこ 2025/11/27(木) 23:48:14.46","事実なら来なくて良い
嘘なら尚更来なくて良い",,,,,,ID:GGNHKgiL0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0627 名無しどんぶらこ 2025/11/27(木) 23:48:18.52",">>612
日本に対する世界の信用を舐めすぎてドツボな連中見てるとさ
なんか、正直に生きる意味を考えさせられないかね",,>>612,,,,ID:tJlFyDon0(10/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0628 名無しどんぶらこ 2025/11/27(木) 23:48:27.42",">>1

中国人の皆さん。
観光旅行なら、大韓民国がオススメだよ。
大韓民国の人たちは、あなた方をご主人様のように敬い接待してくれますよｗ

日本の観光地は、欧米諸国や台湾を始めとして多くの観光客で混雑しているけど、大韓民国なら中国の皆様で独占出来ますよｗ",,>>1,,,,ID:yOll4AWJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0629 名無しどんぶらこ 2025/11/27(木) 23:48:35.77",">>601
べらべら大きな声で喋りながら歩いてる中国人観光客に通りすがりにうるせぇと怒鳴りつけてるおっさん（どっちかというとジジイ寄り）は見たことある
べらべら喋ってるラテン系に怒鳴ってる奴は見たことないからそこが日本人のダサさ",,>>601,,,,ID:F1aLwBPZ0(8/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0630 名無しどんぶらこ 2025/11/27(木) 23:48:41.40","このまま中国との関係がどんどん悪化すれば、甚大な経済的損失が出ると思うが、どうするの？
沈没するの？",,,,,,ID:Pq7nRTWd0(4/6),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0631 名無しどんぶらこ 2025/11/27(木) 23:48:47.25",さすが大朝鮮,,,,,,ID:z0eKFIGy0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0632 名無しどんぶらこ 2025/11/27(木) 23:48:56.79","そうそう
南京事件とやらもこうやって嘘に嘘を積み重ねて
真実と呼ばれるようになったんだろうね",,,,,,ID:4SKDVwcu0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0633 名無しどんぶらこ 2025/11/27(木) 23:49:03.35",">>596
中国はそういう国なので、プロパガンダにカウンター対応していかないと酷い目に合う
中国のハニトラに引っかかってると噂になってる人が政治家に複数、メディアにも複数いる。おそらく日本だけじゃなく外国のメディアにも引っかかって中国に弱み握られて、中国のコマとして働いている人がいると思う。
外国発のメディアからも矢が飛んでくることも想定しなければいけない
タチが悪い国だよね、まったく",,>>596,,,,ID:AMDCm85d0(5/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0634 名無しどんぶらこ 2025/11/27(木) 23:49:10.39",">>612
ヤンキー高校が生徒会長やってる優等生に向かって
「そいつは暴力の常習犯だぜ」つってるようなもんだぞw",,>>612,,,,ID:eKbuaNrB0(24/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0635 名無しどんぶらこ 2025/11/27(木) 23:49:28.64",">>625
DQNの川流れでもわかるだろ、無理なもんは無理だから",,>>625,,,,ID:tJlFyDon0(11/13),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0636 名無しどんぶらこ 2025/11/27(木) 23:49:31.36",中国は思ってたより効果が出なくて焦ってるのかね,,,,,,ID:yeU1htGj0,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0637 名無しどんぶらこ 2025/11/27(木) 23:49:47.44","へずまりゅうの動画を見ても
養護できる常識人いるの？

あれこそ日本の恥だぞ？",,,,,,ID:gIjF16jo0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0638 名無しどんぶらこ 2025/11/27(木) 23:50:01.83",フェイクニュース流してロシアみたく戦争仕掛けてくるの？,,,,,,ID:cYd5K3II0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0639 名無しどんぶらこ 2025/11/27(木) 23:50:24.57",">>636
南朝鮮とやり口が似てるから日本人としてはあしらうの簡単だな",,>>636,,,,ID:MndYMVww0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0640 名無しどんぶらこ 2025/11/27(木) 23:50:35.03",">>614
下々の生活こそ中国との関係で成り立ってるんだろう
特にアベノミクスとかいう池沼政策のせいで観光（底辺業種）依存増えたし
円安で欧米のもの買えないから低所得者は中国製に生活依存してるし
みんなankerのモバイルバッテリー使ってんだろ？リコール多いのに",,>>614,,,,ID:F1aLwBPZ0(9/10),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0641 名無しどんぶらこ 2025/11/27(木) 23:50:44.73",俺、中国旅行好きなんだから喧嘩すんなよ、,,,,,,ID:5jd7HFX80,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0642 名無しどんぶらこ 2025/11/27(木) 23:50:51.16",">>621
中国人保護という事で全員強制送還すべきだな
もちろん中国持ちで",,>>621,,,,ID:fFi2OLHn0(4/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0643 名無しどんぶらこ 2025/11/27(木) 23:50:53.25","こういうのが予言の自己成就というんだよね

20代「中国は怖い国…ほらね！やっぱり怖い国でしょ」",,,,,,ID:eKbuaNrB0(25/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0644 名無しどんぶらこ 2025/11/27(木) 23:51:12.80",,https://i.imgur.com/6B4cL8A.jpeg,https://i.imgur.com/6B4cL8A.jpeg,https://i.imgur.com/FltkDfV.jpeg,https://i.imgur.com/FltkDfV.jpeg,,ID:FeSjd/H80(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0645 名無しどんぶらこ 2025/11/27(木) 23:51:14.67","https://x.com/nobu_c.../1993779781675233583

言葉のカルト化：多文化共生

現時点でこれを言い出すやつらは信用してはならない
思考停止者か情弱か、工作員か特定の主義への癒着かである",https://x.com/nobu_conscience/status/1993779781675233583,https://x.com/nobu_c.../1993779781675233583,,,,ID:VNa8JGbB0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0646 名無しどんぶらこ 2025/11/27(木) 23:51:15.26","お前らの総領事は侮辱どころか殺害予告じゃねぇか
どの口が言いやがる",,,,,,ID:lrhDFxii0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0647 名無しどんぶらこ 2025/11/27(木) 23:51:30.89","シナチクなんて存在意義無いだろ
全滅すりゃ良いのに",,,,,,ID:zVzwFK/f0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0648 名無しどんぶらこ 2025/11/27(木) 23:51:32.72",こういう嘘って今の時代でも通用すんのかね？,,,,,,ID:ooMX3f0V0,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0649 名無しどんぶらこ 2025/11/27(木) 23:51:37.87",">>640
死ぬまで属国で平和や安寧を受け入れてるのだね",,>>640,,,,ID:Oj/N9hkS0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0650 名無しどんぶらこ 2025/11/27(木) 23:51:39.50",">>638
海がなければとっくに攻撃してきたろうさ
海は広いな大きいな",,>>638,,,,ID:tJlFyDon0(12/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0651 名無しどんぶらこ 2025/11/27(木) 23:51:41.71",">>640
ankerの輸出止めたら真っ先に首くくって死ななきゃならないのは中国の零細町工場や労働者だぞ",,>>640,,,,ID:eKbuaNrB0(26/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0652 名無しどんぶらこ 2025/11/27(木) 23:51:49.14",">>635
玄倉川水難事故のDQN家族も警察や消防が必死に救助活動してたわな",,>>635,,,,ID:X8NRpRKc0(14/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0653 名無しどんぶらこ 2025/11/27(木) 23:51:57.13",">>619
5000年以上昔からの中国の様式美アル〜www",,>>619,,,,ID:FGgetRjJ0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0654 名無しどんぶらこ 2025/11/27(木) 23:52:01.22",また嘘かw,,,,,,ID:Rczk0HHJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0655 名無しどんぶらこ 2025/11/27(木) 23:52:04.62","中国依存度ランキング「81社」全公開　危ない会社、安泰な会社が判明〈TDK、東京エレクトロン、シャープ、ユニクロ、INPEX、アステラス製薬、ENEOS…〉
日中“新冷戦”に備えよ
https://bunshun.jp/d...iban/articles/b12805

今週の文春",https://bunshun.jp/denshiban/articles/b12805,https://bunshun.jp/d...iban/articles/b12805,,,,ID:Pq7nRTWd0(5/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0656 名無しどんぶらこ 2025/11/27(木) 23:52:14.85",">>637
あれを議員として通しちゃうのが今の日本のリテラシー",,>>637,,,,ID:F1aLwBPZ0(10/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0657 名無しどんぶらこ 2025/11/27(木) 23:52:23.28","西朝鮮人さあ
誰も来てくれなんて頼んでないから
粛々と来日中止してくれよ
レアアースやホタテみたいに何とでもなる",,,,,,ID:v+iVXvg+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0658 名無しどんぶらこ 2025/11/27(木) 23:52:25.32",ジサクジエーン,,,,,,ID:M7vgR1Ji0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0659 名無しどんぶらこ 2025/11/27(木) 23:52:31.55","そんだけあいつらが焦ってる証拠だからｗ
このまま放置でおｋ
因果応報なんだなぁ、やったことは結局最後は自分に返ってくる
呪い返しと言ってもいい
分かたれた魂と言えど、もとは一つの存在
一は全、全は一なり。",,,,,,ID:4iQDqLQc0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0660 名無しどんぶらこ 2025/11/27(木) 23:52:32.34","保守思想よりもっと大事なものがある。
それは物価だ。
それを忘れるな。",,,,,,ID:JoelE1kd0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0661 名無しどんぶらこ 2025/11/27(木) 23:52:34.21",でもシャンプーみたいのが来たらうれしいやろ,,,,,,ID:GTwFUz2k0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0662 名無しどんぶらこ 2025/11/27(木) 23:52:43.93","嘘つき中国
日本では毎日中国人犯罪者が逮捕されてるよ？迷惑してるのは日本人の方です
侮辱されるのが嫌ならもっとまともな国になれば",,,,,,ID:kUHPrwO40,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0663 名無しどんぶらこ 2025/11/27(木) 23:52:45.24",">>636
焦ってるというか、最初からドタバタしてるというか…

日本に大して効いてないんは自覚してる",,>>636,,,,ID:eKbuaNrB0(27/27),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0664 名無しどんぶらこ 2025/11/27(木) 23:52:46.25","南京事件にしろ日本に対しては今までどんな嘘言おうがまかり通ってきたからこうなるわな
いつまでも戦争責任でヘコヘコしてきた政権が悪いわ",,,,,,ID:NtMlQhKm0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0665 名無しどんぶらこ 2025/11/27(木) 23:52:49.76",">>632
中国側が言ってる被害者の人数が新発見とか何もないのにどんどん膨らんでいくわけよ
日本の言い分と中国の言い分が食い違ってるというのではなく、中国が一方的に言ってる被害者数がどんどん増えてくんの
最初は１万5千人殺されたって中国が言ってたんだよ。今や３０万人殺されたことになっている。
１万5千人が３０万人に増えるまで、新発見みたいなのは全くなし。
それで日本政府が調査させてくれ（骨の数とか調べたい)って言っても中国政府は拒否",,>>632,,,,ID:AMDCm85d0(6/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0666 名無しどんぶらこ 2025/11/27(木) 23:52:53.32",2度とこなくていい,,,,,,ID:ZbTyBdiS0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0667 名無しどんぶらこ 2025/11/27(木) 23:52:59.03","こんなことを書いてるのがゴシップメディアならそれで良い
メディアとして認められたものなら話は別だ
その線引くらいはそろそろしろよ
馬鹿な質問や憶測記事を出してるとことの線引すら怪しいだろ
オールドメディアなんてゴシップメディア以下になりさがってんだからな
そんなとこに入社した浅はかな己を恥じろよ",,,,,,ID:GGNHKgiL0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0668 名無しどんぶらこ 2025/11/27(木) 23:53:06.89",">>3
日本人は反省しろ
真実を言われてんだぞ
オールドメディアを信用していいのか？
信用できないと言ってるのは君ら日本人だ！つまりこの情報は真実である",,>>3,,,,ID:gEVZ2xty0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0669 名無しどんぶらこ 2025/11/27(木) 23:53:07.73",">>641
移住しなさい",,>>641,,,,ID:Xt2G4yQt0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0670 名無しどんぶらこ 2025/11/27(木) 23:53:15.18",2度とこなくていい,,,,,,ID:ZbTyBdiS0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0671 名無しどんぶらこ 2025/11/27(木) 23:53:20.72",">>648
一時的にはw",,>>648,,,,ID:fFi2OLHn0(5/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0672 名無しどんぶらこ 2025/11/27(木) 23:53:29.62",自作自演で日本人から暴行を受けたとかも想定しとこう,,,,,,ID:M6ZOYALz0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0673 名無しどんぶらこ 2025/11/27(木) 23:53:40.24","今はニダの方がマシ
チャイナンは火に油注ぐ民族",,,,,,ID:rdNDpMaJ0,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0674 名無しどんぶらこ 2025/11/27(木) 23:53:53.89","中国は社会主義単一思想で！
アルカイダは武器弾薬で！
オウム真理教はサリンで！
創価学会は選挙投票権で！
これらを世論ではテロ活動と呼ぶ。",,,,,,ID:yQmZtydV0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0675 名無しどんぶらこ 2025/11/27(木) 23:54:01.00",韓国でも、反中国デモ起きまくりで笑う,,,,,,ID:zAMzkeaI0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0676 名無しどんぶらこ 2025/11/27(木) 23:54:06.70",">>673
マシとかはない、ちょっと隅っこに置き去りにする感じに",,>>673,,,,ID:WpUSEJfE0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0677 名無しどんぶらこ 2025/11/27(木) 23:54:18.06","列に割り込んだら殴られた
路上でうんこしてたら暴言を吐かれた",,,,,,ID:02i+upWi0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0678 名無しどんぶらこ 2025/11/27(木) 23:54:19.79","日本は修羅の国だからな
クマも多いし、来ない方がいいよ！",,,,,,ID:QhgNkow10,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0679 名無しどんぶらこ 2025/11/27(木) 23:54:31.25",">>630
わー凄く怖いー",,>>630,,,,ID:iEJt73ph0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0680 名無しどんぶらこ 2025/11/27(木) 23:54:42.60","【悲報】高市首相、とうとうキレる「岡田つれてこいや！」
https://i.imgur.com/X96koPI.jpeg",https://i.imgur.com/X96koPI.jpeg,https://i.imgur.com/X96koPI.jpeg,,,,ID:FeSjd/H80(3/3),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0681 名無しどんぶらこ 2025/11/27(木) 23:54:59.38",日本外務省「香港のマンションの方が死傷者多い件」,,,,,,ID:5whlX8d20,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
