threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),js-ng-setting href,js-response href
"垢版
|
0848 名無しどんぶらこ 2025/11/28(金) 05:18:05.89",">>779
だって政教分離原則に反してるし、靖国は半分ネトウヨのテーマパーク化してる宗教施設だしな",,>>779,,ID:n/ryGr4f0(4/6),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0849 名無しどんぶらこ 2025/11/28(金) 05:18:40.72","高市がやったことって長年の連立の解消と中国に喧嘩売ったことと米の値段上げたこととトランプに激怒されたこと
全方位に喧嘩しか売ってないのは笑うわなw
誰が支持してんの？w",,,,ID:rOlS1U0j0(1/2),4,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0850 名無しどんぶらこ 2025/11/28(金) 05:18:46.11","今台湾や日本にとって中国からの１番のリスクはグレーゾーン戦争
ここ5ちゃんねるの中共工作員の書き込みや、ハニトラやカネで牛耳られたジャーナリストやオールドメディア
そして国民に成り済ました工作員",,,,ID:tEr9zr760(5/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0851 名無しどんぶらこ 2025/11/28(金) 05:19:26.51","もう高市に不満ある奴は国会議員になって進言してくれよ
こんな5chでグチグチくだを巻いてんじゃないよ！",,,,ID:/7vBcKw70,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0852 名無しどんぶらこ 2025/11/28(金) 05:19:46.44",">>777
予算を組む為に維新離党組が三人自民いりだって　N国議員とも組むし数合わせしか考えてないカルトBBA高市",,>>777,,ID:n/ryGr4f0(5/6),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0853 名無しどんぶらこ 2025/11/28(金) 05:20:26.48","たかじん委員会メンバー門田とか
どーすんだ
高市支持者だろ",,,,ID:Hy3NDaET0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0854 名無しどんぶらこ 2025/11/28(金) 05:20:43.40",">>737
前は責めてる人を変に思っていたけど立花逮捕で今は逆だわやっぱり原因が有るのね。",,>>737,,ID:vrL4BYV40,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0855 名無しどんぶらこ 2025/11/28(金) 05:20:45.17",">>849
Xの自分の太鼓持ちのネトウヨしか見えてない感じよな
他国にマウント取れるように服選んだとか書き込んでて驚いたわw
服じゃなくて言葉選べよw",,>>849,,ID:gE7KF2+c0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0856 名無しどんぶらこ 2025/11/28(金) 05:21:03.91",">>849
このスレにも湧いている高市サポの反日チョンカルト統一協会が支持しています",,>>849,,ID:e31SNDnH0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0857 名無しどんぶらこ 2025/11/28(金) 05:21:22.92",">>837
円安物価高を止めるためには
利上げして国債発行を抑えなければいけないのに
高市は利上げに圧力をかけ国債発行は抑える気がない
アベノミクスをそっくり承継している

そして安倍は低所得者への給付をためらわなかったのに
高市は最低低賃金の引き上げは取りやめ
２万円の給付も取りやめ、4400円？のお米券だけだぞ
安倍よりずっとひどい

また、アメリカはトランプが中国を訪問し
その後中国習近平を国賓として迎えることを表明した
これは中国との友好関係を継続するとの強い表明だ
高市は捨てられたわけ",,>>837,,ID:HQvKdYlW0(7/11),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0858 名無しどんぶらこ 2025/11/28(金) 05:21:29.47",">>847
それもあるがこれはキッシーから始めた伝統芸みたいなもの
ちょこちょここまめにやってくれて俺は助かったよ
それでも統一の信者からは逆恨みされてネットの悪口凄かったけどなｗ",,>>847,,ID:FuJ8huAC0(3/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0859 名無しどんぶらこ 2025/11/28(金) 05:21:52.00",">>846
昔からそうだが、短気で失言が多い
今は気持ち悪いくらいの笑顔を作ってやり過ごしてるが
どうせもうすぐボロが出るでしょう
なんか自民党を壊すより、日本を先に壊しそうな予感",,>>846,,ID:hJeSx72+0(3/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0860 名無しどんぶらこ 2025/11/28(金) 05:22:16.00","そんなことよりもイオンの中国展開が大事

イオンは27日、中国湖南省の省都長沙市に大型ショッピングモールを開業した。湖南を重要エリアに位置付け、成長余地が残る中国内陸部で今後、出店を加速させる。",,,,ID:XLV5L9By0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0861 名無しどんぶらこ 2025/11/28(金) 05:22:24.39",">>782
ネトウヨって思い込み妄想で生きてる精神異常者だよな　中国からしたら台湾は同じ民族だじ、Qカルトが煽るドンパチ台湾有事なんてないんだよ
一番あり得るのは内部からの世論等の工作",,>>782,,ID:n/ryGr4f0(6/6),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0862 名無しどんぶらこ 2025/11/28(金) 05:22:37.58",もうこの人喋らない方がいいのでは…,,,,ID:iOeM1zDb0(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0863 名無しどんぶらこ 2025/11/28(金) 05:22:40.09","(´・ω・`)
>>849国民支持率８０％ｗｗｗ
パヨチン泣けよｗｗｗｗｗｗ

公明が消えてくれて最高だぞｗ
キンペーを泣かした政治家ってトランプ以外に居ないだろｗ",,>>849,,ID:Gw1HKK560(4/4),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0864 名無しどんぶらこ 2025/11/28(金) 05:22:42.65",">>856
日本人の若者の8割が高市支持の現実だよ",,>>856,,ID:tEr9zr760(6/13),3,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0865 名無しどんぶらこ 2025/11/28(金) 05:22:54.74",5chは少数派の井戸端会議とじいちゃんが言ってた,,,,ID:gzh30izg0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0866 名無しどんぶらこ 2025/11/28(金) 05:26:00.78",">>864
日本の若者はバカ者なんだよ
圧倒的なバカ

どのみち長期金利上昇で国債発行できなくなり
予算組めないから
高市は終わる",,>>864,,ID:HQvKdYlW0(8/11),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0867 名無しどんぶらこ 2025/11/28(金) 05:26:20.96","野田のどうでも良い質問なんて「そんなこと」だよ
仮の話をグダグダと続けて、国民にとって何かメリットあるのかよ",,,,ID:zbfVjlJF0(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0868 名無しどんぶらこ 2025/11/28(金) 05:26:44.66",">>864
じゃ、戦争になったら真っ先に若者が戦ってくれるんだね。ありがたやありがたや。",,>>864,,ID:hJeSx72+0(4/4),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0869 名無しどんぶらこ 2025/11/28(金) 05:27:51.19","高市になって
更なる円安が進んで輸入物の価格が爆上がりで生活が苦しくなる
連立解消で半分野党に舵を握られる
米の減産、市場介入しないと米の価格高騰
中国に喧嘩売る
トランプ激怒

これのどこが日本がよくなってるのか？
公明党が与党からいなくなったことくらいか？w
与党にいた方がブレーキになってたか？w",,,,ID:rOlS1U0j0(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0870 名無しどんぶらこ 2025/11/28(金) 05:28:53.48","5万報酬を上げようとして議員削減とか説得力がない
ただ自分達の選挙戦に有利に誘導してるとしか思えないな
これが下げてならまだしも",,,,ID:FuJ8huAC0(4/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0871 名無しどんぶらこ 2025/11/28(金) 05:29:20.47",">>869
支持率下げてやれなくて困るね",,>>869,,ID:zbfVjlJF0(2/3),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0872 名無しどんぶらこ 2025/11/28(金) 05:31:26.34",">>866
個人的な妄想語られてもねぇ
現実はガソリン代が下がり
中国リスクを国民にきちんと問い
軍事力を強めるロシア、北朝鮮、中国からの身を守る政策に転換し
国民からの支持率は8割を越えている",,>>866,,ID:tEr9zr760(7/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0873 名無しどんぶらこ 2025/11/28(金) 05:31:43.48","そんなことより
中国と米国に謝罪しろ",,,,ID:SQ/Jq6aJ0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0874 名無しどんぶらこ 2025/11/28(金) 05:32:15.14",">>871
国債発行できなくなるから
すぐに大増税だぞ

高齢者医療負担3割
高齢者に金融所得課税
このへんは現実化したが
これからはもっと広範囲になるよ
少なくとも金融所得課税は一般化するだろうね",,>>871,,ID:HQvKdYlW0(9/11),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0875 タイガーうっぴゅ 2025/11/28(金) 05:32:49.95",">>871
良いのよ////気にしないで////",,>>871,,ID:96Hqj75Q0(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0876 名無しどんぶらこ 2025/11/28(金) 05:32:59.77","政治とカネより順位が上なのは減税や移民対策やメガソーラーなど喫緊の課題であって、
定数削減なんか政治とカネより下だっての",,,,ID:S898xRJd0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0877 名無しどんぶらこ 2025/11/28(金) 05:33:01.67",">>868
進化するドローン攻撃やミサイル攻撃から守る鉄壁の防御網を配備します
もう陸戦の時代ではありません",,>>868,,ID:tEr9zr760(8/13),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0878 名無しどんぶらこ 2025/11/28(金) 05:33:13.82","総務省の作成した行政文書を、総務大臣の自分に都合が悪いからと怪文書呼ばわりする人間に何を期待してるんだ？

田原総一郎「下品で無知」「あんな奴は死んでしまえと言えばいい」",,,,ID:t16qGgJP0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0879 名無しどんぶらこ 2025/11/28(金) 05:33:18.99",">>874
うんうん
大変だねー",,>>874,,ID:zbfVjlJF0(3/3),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0880 名無しどんぶらこ 2025/11/28(金) 05:34:18.27","うーん、官房長官ってこんなのでいいのかなあ
安倍首相・菅官房長官は安定感ピカ一だったのにねえ",,,,ID:bz2V/X980(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0881 名無しどんぶらこ 2025/11/28(金) 05:34:28.14",">>879
別に大変でもない
支持率高いんだろ？
これは増税のチャンスだからね",,>>879,,ID:HQvKdYlW0(10/11),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0882 名無しどんぶらこ 2025/11/28(金) 05:35:48.04",木原君もサナエちゃん係の仕事たいへんすね,,,,ID:Uue1fCV80,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0883 名無しどんぶらこ 2025/11/28(金) 05:35:57.53","俺は高市擁護の人の目指してるところがわからん
日本が戦争に巻き込まれないことが第一ではなさそうに見える
そもそもあまり深く考えていないのか",,,,ID:iOeM1zDb0(2/3),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0884 名無しどんぶらこ 2025/11/28(金) 05:38:08.46",">>883
中国、北朝鮮、ロシアが廻りに存在する日本
この廻りの国がまともだと思いますか？
独裁者とマフィアが牛耳ってる国ですよ？",,>>883,,ID:tEr9zr760(9/13),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0885 名無しどんぶらこ 2025/11/28(金) 05:38:47.46",">>874
ああ国保3割を政府が計画してると病院行った時にじっちゃん婆ちゃんに待合室の世間話で俺が振ったらびっくりして顔色が変わる程怒ってたね　
そりゃ少ない年金でやりくりしているご老人にとって身体のあちこちはガタがきて病院通いは避けられないのにきつさは半端ないだろうしな
所得税増税　たばこ税増税は規定路線だしなあ",,>>874,,ID:FuJ8huAC0(5/10),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0886 名無しどんぶらこ 2025/11/28(金) 05:38:56.61",">>790
総理になる前にもやらかしまくりだからな",,>>790,,ID:cN/hKZfb0(1/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0887 名無しどんぶらこ 2025/11/28(金) 05:39:26.36",">>884
対中ロでやれることはやってるんだよ日本
中国怒らせる意味が全くないんよ",,>>884,,ID:iOeM1zDb0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0888 タイガーうっぴゅ 2025/11/28(金) 05:42:04.29",">>877
秋田のイージスシステムとか",,>>877,,ID:96Hqj75Q0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0889 名無しどんぶらこ 2025/11/28(金) 05:42:15.98","国民が一番知りたいことを
そんな事
この温度差やべえな
ヤマガミされろや
言葉が通じないんだもん",,,,ID:RPKt86UP0(1/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0890 名無しどんぶらこ 2025/11/28(金) 05:42:16.66",">>885
若者から年寄りが高額な医療費チューチューして
若者の生活は困窮
年寄りは病院通いながらいつまでも車に乗って子供たちに突っ込む、キャンピングカーで豪遊
これじゃあ駄目でしょ",,>>885,,ID:tEr9zr760(10/13),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0891 名無しどんぶらこ 2025/11/28(金) 05:43:02.29",">>793
高市的には岸田に勝てなかったから、安倍にも挨拶すらしなかったんだろうな　多分高市は安倍よりアホで更に人間が腐ってそう
嘘つき安倍は人たらしか部分があったしな",,>>793,,ID:cN/hKZfb0(2/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0892 名無しどんぶらこ 2025/11/28(金) 05:43:09.00",">>883
自分が見たのは日本も核を持って中国と戦おう
中国に負けない国になろうみたいな感じだった
他国に頼らない強い日本！みたいな
まあ馬鹿なんだよ",,>>883,,ID:LLGcjW0O0(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0893 名無しどんぶらこ 2025/11/28(金) 05:43:56.46",">>797
鳩山の時みたいに売国奴官僚が高市に嫌がらせしたらいいのに",,>>797,,ID:cN/hKZfb0(3/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0894 名無しどんぶらこ 2025/11/28(金) 05:44:08.33","高市がヤマガミされたら
自業自得と思いスカッとする事確定
死んだら国民が悲しむような政治をしなさい",,,,ID:RPKt86UP0(2/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0895 名無しどんぶらこ 2025/11/28(金) 05:45:11.78","立憲揚げ足党
立憲共産党
立憲中国党
また分裂するといいんじゃない",,,,ID:5/XQxz5R0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0896 名無しどんぶらこ 2025/11/28(金) 05:45:49.04",">>1
そんなことよりも日本有事市早く辞めろ",,>>1,,ID:GDqLwqKZ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0897 名無しどんぶらこ 2025/11/28(金) 05:46:54.73",5ch全体が工作員の隔離スレみたいになってて良いんじゃね閉鎖された空間の精神病棟,,,,ID:tziAn4IF0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0898 名無しどんぶらこ 2025/11/28(金) 05:46:59.06",">>890
それは世代の対立じゃなくて
富裕層と貧困層の対立だからね

高齢者でも富裕層は負担を覆うべきだけど
貧しい高齢者に負担を負わせるのは無理
年金は給与と違って全く増えてないのだから

また貧しい若者の負担は減らすべきだけど
今は初任給もすさまじく上がっているし
豊かな若者が応分の負担をするのは当然だからね",,>>890,,ID:HQvKdYlW0(11/11),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0899 名無しどんぶらこ 2025/11/28(金) 05:46:59.24",">>892
１番大事なのは戦争の第一段階の日本国内での共産党工作員や協力員の動きを封じること
そして第二段階のドローンやミサイルへの備えを増やすことでしょ
戦争に至らない為の芽を摘むことが大切",,>>892,,ID:tEr9zr760(11/13),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
