threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0530 名無しどんぶらこ 2025/11/25(火) 20:43:29.10",">>1 （2025.11.16
>「来日・在日外国人は減った方がいい！」56%「高市の外国人政策に期待！」66%

安倍スガ石破森山小泉鳩山安住玉木立花元彦宗幣橋下ひろゆき（←朝鮮人でこの名前ｗ）のコピー親中派（反米反日）高市が在日外国人なのに？
https://pbs.twimg.co.../GXBT4VsawAAWxLD.jpg",https://pbs.twimg.com/media/GXBT4VsawAAWxLD.jpg,>>1,ID:eH+zgCZg0(5/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,https://pbs.twimg.co.../GXBT4VsawAAWxLD.jpg,,,,
"垢版
|
0531 名無しどんぶらこ 2025/11/25(火) 20:59:24.34","だから自民の中で言えよ。
内輪の人間だろうが。
何がしたいんだよ、クズが。",,,ID:toYO/w9H0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0532 名無しどんぶらこ 2025/11/25(火) 21:02:26.95",なめられてたまるか！,,,ID:STu7XRLj0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0533 名無しどんぶらこ 2025/11/25(火) 21:08:22.58","相変わらず後ろから撃つのが御上手で
そういうのは火遊びを始めた岡田にこそ言えばいいのに",,,ID:oBW11vKv0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0534 名無しどんぶらこ 2025/11/26(水) 02:18:48.17",りっけんのスパイなんじゃね,,,ID:W0mZfWr70,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0535 名無しどんぶらこ 2025/11/26(水) 03:15:39.74","多分お前より認識してるよ
岡田が常軌を逸して粘着しただけだ
中国が発狂してんのは欲しい答えが出なかったというだけの話
こっちはペルソナ言い渡さずに石鹸自ら退く、又は呼び戻すっていう
勝手に振り上げた拳を下ろす余地を残してやっている",,,ID:Y4XPLeHC0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0536 名無しどんぶらこ 2025/11/26(水) 03:41:53.69",総裁当時延々とエゴサーチするほど暇だったらしい,,,ID:1EvrQ3yI0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0537 名無しどんぶらこ 2025/11/26(水) 07:08:43.72",">>1
お前こそ言うべきではないだろう
さっさと離党しろよ",,>>1,ID:t6P/11TG0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0538 名無しどんぶらこ 2025/11/26(水) 07:10:43.94","中国メディアに出演してまで高市批判してる動画が拡散された石破前首相。
売国奴も大概にしとけw",,,ID:YXaTEJ8e0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0539 名無しどんぶらこ 2025/11/26(水) 07:14:03.50","そりゃ失敗したのかもしれないけど
黙れないものかね
批判ばかりしたとしても何も改善出来ん
こういう人が日本を壊してるようにしか見えないけどな",,,ID:D3gbX+XK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0540 名無しどんぶらこ 2025/11/26(水) 08:26:47.92",また鏡に向かって言ってる,,,ID:Ez07z0LR0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0541 名無しどんぶらこ 2025/11/26(水) 23:53:26.95","（11月26日党首討論、野田佳彦が高市早苗に11月7日の「台湾有事/存立危機事態」国会答弁について質問）

>>1
>その時に、私も具体的なことに言及したいとは思わなかったが、こと予算委員会だ。だから、政府のこれまでの答弁をただもう一度、もう一度とくり返すだけでは、場合によっては予算委員会を止められてしまう可能性もある」と話すと議場内の様々な場所からヤジが噴出した。
>議場内がざわつく中、高市総理は「やはり国会議員、国会議員の皆様は全国民の代表だ。具体的な事例を挙げて聞かれたので、その範囲で私は誠実に答えたつもりだ。

結局、岡田克也に聞かれた時と同じじゃん。今までのアベ鳩山菅じじ石破ミン酢そうかトーイツ朝鮮（同和）維新ﾆｯﾎﾟﾝ政府
見解であり、欧州印中露米などの国際的な統一見解「一つの中国（台湾は中華人民共和国の一部）」を否定してるんじゃん。",,>>1,ID:yWpCgmch0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0542 名無しどんぶらこ 2025/11/27(木) 01:32:22.50","中国国民党

孫文と蔣介石が、日中戦争の前から大日本帝国（日本）と関わりが深かったこと
（敵としても友人としても）や、冷戦時代は一党独裁を敷いて世界反共連盟
（1990年に世界自由民主連盟と改称）を主導して反共主義による外交を展開し、

日本の自由民主党（とりわけ清和会）と太い繋がりを持ったため、知日派を多数擁しており、
中国国民党の公式ウェブサイトには、開設初期から中国語版、英語版と並んで日本語版がある。
https://ja.wikipedia...BD%E6%B0%91%E5%85%9A

清和政策研究会（せいわせいさくけんきゅうかい、英語: SEIWAKEN）は、
かつて存在した自由民主党の派閥。1979年1月24日に福田赳夫を中心に
「清和会」として結成された[1]。安倍晋三会長の死から13日後の
2022年7月21日に開かれた総会で、「安倍派」の名称を継続して使用
することが確認された[4][5]。
https://ja.wikipedia...8F%E7%94%B0%E6%B4%BE



台湾の政党

国民党(安倍)　VS　進歩党(高市)",https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E5%9B%BD%E6%B0%91%E5%85%9A,https://ja.wikipedia...BD%E6%B0%91%E5%85%9A,ID:OsLAtku50(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,https://ja.wikipedia.org/wiki/%E6%B8%85%E5%92%8C%E6%94%BF%E7%AD%96%E7%A0%94%E7%A9%B6%E4%BC%9A#%E7%A6%8F%E7%94%B0%E6%B4%BE,https://ja.wikipedia...8F%E7%94%B0%E6%B4%BE,,
"垢版
|
0543 名無しどんぶらこ 2025/11/27(木) 01:51:54.21","芳は憲法を踏みにじり、「二国家論」事件を捏造して騒動を起こし、意図的に台湾に問題を誘発した。
プレスリリース：国民党文化コミュニケーション委員会、2024年（2024年11月11日）

劉世芳は憲法を踏みにじり、「二国家論」事件を捏造して騒動を起こし、意図的に台湾に問題を誘発した。
劉世芳内務部長は24日、立法院での質疑応答において、「中華民国以外の国籍には当然中華人民共和国が含まれる」と公然と発言し、「大陸が外国でないならば、台湾を中国の一部と認めるに等しい」と主張した。国民党は、この行為は中華民国憲法補則および大陸部と台湾人民の関係管理条例に完全に違反し、台湾海峡の敏感な問題を意図的に煽動する政治的策略であると厳粛に指摘した。これは「波風を立てる」「故意に波風を立てる」典型的な事例であり、台湾をより大きな危険に陥れるものである。劉世芳氏は直ちに辞任し、憲法を裏切るこの行為の責任を負うべきだ。
国民党は、中華民国憲法補則第11条に「自由地域と大陸地域との間の人民の権利義務関係は、法律によって規定される」と明記されていると指摘する。したがって、両岸関係は本質的に「統一前の特別関係」であり、民主進歩党が示唆する「二国関係」ではない。劉世芳氏の発言は、憲法が定める両岸の枠組みを否定するものであり、中華民国の憲政体制を踏みにじるものである。
国民党は、劉世芳氏が国籍法における「外国人」という用語を中華人民共和国に恣意的に拡大適用し、「台湾地区人民大陸地区人民関係条例」に規定されている「大陸人」の特別な法的地位を完全に無視していると主張した。多くの学者は、大陸人および大陸人の配偶者の地位は「同一の法制度下にある外国人には適用されない」と明確に指摘しており、内務大臣は法律を政治的に解釈すべきではない。行政官が法律よりも政治的立場を優先することは、法治の根幹を揺るがす行​​為である。
https://www.kmt.org....11/blog-post_34.html",https://www.kmt.org.tw/2025/11/blog-post_34.html,https://www.kmt.org....11/blog-post_34.html,ID:OsLAtku50(2/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0544 名無しどんぶらこ 2025/11/27(木) 02:15:16.57",">>543
台湾の憲法にまで介入してるんですな",,>>543,ID:OsLAtku50(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0545 名無しどんぶらこ 2025/11/27(木) 03:22:37.85",人前でおにぎり食う時も細心の注意を払いながらマナーに徹してもらいたいよなｗ,,,ID:WBRSMn8u0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0546 名無しどんぶらこ 2025/11/27(木) 04:03:41.60","神経使う必要ねえよ
立場を主張しないから竹島も尖閣も取られるんだよ",,,ID:wMCGyHFV0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0547 名無しどんぶらこ 2025/11/27(木) 04:06:38.06",シナとの外交はヒグマとなんとか共存しようと努力するのと同じ,,,ID:xbpRWK0x0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0548 名無しどんぶらこ 2025/11/27(木) 06:58:20.95","選択肢は3つ
台湾支持
中共支持
中立
和式のうやむや答弁は問題外",,,ID:lr4f5IRb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0549 名無しどんぶらこ 2025/11/27(木) 07:07:21.21",ゲルの後ろからみかた撃ちは不治の病,,,ID:f3YVAqjL0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0550 名無しどんぶらこ 2025/11/27(木) 07:09:25.26",コイツ、しつけ受けずに育ったんだな。汚え食い方すな。まだ乞食の方がマシ,,,ID:f3YVAqjL0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0551 名無しどんぶらこ 2025/11/27(木) 07:12:13.38",国会の場でさえ居眠りしてたのに、辞めたらよく喋るのぅ,,,ID:2rHC939O0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0552 名無しどんぶらこ 2025/11/27(木) 07:13:05.89",こう、後ろから（略,,,ID:Dk+AK5Ir0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0553 名無しどんぶらこ 2025/11/27(木) 07:13:16.40",在任時にそのくらい軽快に喋って欲しかったよ,,,ID:86rG512I0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0554 名無しどんぶらこ 2025/11/27(木) 07:17:36.17","高市は昔から中国にケンカ腰だろ
意味不明なケンカ腰はやめろ
中国台湾に侵攻侵略国家は日本だろ
日本の教育が悪い",,,ID:RLjSWTvy0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0555 名無しどんぶらこ 2025/11/27(木) 07:18:48.04","高市は石破政権の作ったクズ予算案通すために頑張っているのに
石破はひでー奴だ、
高市だって本音はいちからつくりなおしたいだろうに。",,,ID:vZWdGVzk0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0556 名無しどんぶらこ 2025/11/27(木) 07:19:18.83",饒舌な腐れアンパンマン💩,,,ID:isqUoZ760,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0557 名無しどんぶらこ 2025/11/27(木) 20:31:11.04","たった１年で辞めざるをえなかったことを恥ずかしいとは思わんのかね？
今選挙やったら自民圧勝だぞ。",,,ID:JrC1lqHf0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0558 名無しどんぶらこ 2025/11/27(木) 22:02:01.18",侵攻支持に回れってことだな,,,ID:IM6F87P60,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0559 名無しどんぶらこ 2025/11/28(金) 02:59:09.33",りっけんは、内閣不信任案提出しろよ！,,,ID:jr9Ymx/S0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0560 名無しどんぶらこ 2025/11/28(金) 11:44:32.42",今の石破はかつて下野したばかりの民主党と同じ立場なんだから,,,ID:uHGaKd1c0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
