threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0350 名無しどんぶらこ 2025/11/23(日) 18:17:20.78","高市内閣　支持率60%
不支持率10%
これが現実なんだ",,,ID:LfumpcbK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0351 名無しどんぶらこ 2025/11/23(日) 18:18:40.72","隣国と仲悪いって嫌な状況だから普通にしててほしい
まあインバウンド客は増えすぎてたからこれはこれでいいのかな
安倍さんがインバウンド客を呼びすぎてたよね",,,ID:DHs+30oW0(1/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0352 名無しどんぶらこ 2025/11/23(日) 18:19:26.29","石破を思い出しただけでも気持ち悪い
さっさと死ねば良いのに、もう思い残すこともないだろうし",,,ID:gtiuDlQm0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0353 名無しどんぶらこ 2025/11/23(日) 18:19:50.30",水を得た魚,,,ID:8DjlAqRL0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0354 名無しどんぶらこ 2025/11/23(日) 18:19:52.62",しゃべんなカス,,,ID:mZjzvoEu0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0355 名無しどんぶらこ 2025/11/23(日) 18:20:40.43",醜い奇妙な生き物はいい加減引っ込んでおれ！,,,ID:DloPvmvK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0356 名無しどんぶらこ 2025/11/23(日) 18:21:00.94","だってもう様々なアーティストや企業のイベントが中国での開催を中止にしてるんだぞ。
中国で稼げるチャンスが高市政権によって奪われたわけで。",,,ID:eA2kXGJ50(2/2),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0357 名無しどんぶらこ 2025/11/23(日) 18:21:27.57","まあ石破が酷かったから今のアホみたいな政権になっちゃったんだけどね
方向性は違うけど両方売国だよ",,,ID:xR4tOa6F0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0358 名無しどんぶらこ 2025/11/23(日) 18:23:44.53","なにもしないのか最適解だと思ってたゲル
お前が寝そべってる間にも世界は動いてンだわ",,,ID:J3pZRg9q0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0359 名無しどんぶらこ 2025/11/23(日) 18:23:44.91",">>356
ただのチャイナリスク
中国に関わるということはこれを受容すること",,>>356,ID:gtiuDlQm0(2/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0360 名無しどんぶらこ 2025/11/23(日) 18:24:27.73","石破さんは田中角栄さんと仲良くて
田中角栄さんが中国と親しくしてたからね
中国には思い入れはありそう",,,ID:DHs+30oW0(2/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0361 名無しどんぶらこ 2025/11/23(日) 18:26:08.70",石破で正解だったな,,,ID:Y4VHHZHk0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0362 名無しどんぶらこ 2025/11/23(日) 18:26:27.29","謎の上から目線で草だわ
選挙で負けるだけしか取り柄がない無能総理が偉そうに",,,ID:3BosW9TP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0363 名無しどんぶらこ 2025/11/23(日) 18:26:31.78",">>281
壺の教義はいいから",,>>281,ID:wsoW+juN0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0364 名無しどんぶらこ 2025/11/23(日) 18:27:55.12",">>356
まあエンタメはいいよ
いくら稼ごうと日本経済に還元してないよね",,>>356,ID:DHs+30oW0(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0365 名無しどんぶらこ 2025/11/23(日) 18:28:19.50",">>357
酷かった？選挙に負けたくらいしか失点はねえんだよ
負けた理由は旧安倍派",,>>357,ID:dSaJmMkK0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0366 名無しどんぶらこ 2025/11/23(日) 18:28:55.28",石破、おまえの国際会議でのクソさがまた話題になっとるぞ,,,ID:cxcNaEx10,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0367 名無しどんぶらこ 2025/11/23(日) 18:29:35.69","石破さんのように文鎮みたいに重く腰を据えた外交
そういうのが伝統ある国家日本の外交ですよ",,,ID:TWMlQ/Vy0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0368 名無しどんぶらこ 2025/11/23(日) 18:29:48.37","集団的自衛権は、国際法である国連憲章第５１条において規定されている。
戦争は一国の国内だけでするものではない。
戦争については、憲法ではなく国際法において、法規制される。
もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。
日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。

日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めていず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。
したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。

自衛権は、国連憲章第５１条において、固有の権利と規定されている。
固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。
高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。
これでは、日本に自衛権は無い。",,,ID:iJ9rvPl90,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0369 名無しどんぶらこ 2025/11/23(日) 18:30:34.24","ランクS：未来の総理X
・
・
ランクD：高市
ランクE：高市以外の自民党議員",,,ID:AFoE4eu10,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0370 名無しどんぶらこ 2025/11/23(日) 18:31:24.43",チャイナリスクです,,,ID:uRIQTjEL0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0371 名無しどんぶらこ 2025/11/23(日) 18:33:46.91",">>358
でも何も変わらないくらい平和に外交する方が政権的にはいいことなんじゃないかな
日本は自然災害多いんだから外交は波風たてずに穏やかにやっててほしいわ",,>>358,ID:DHs+30oW0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0372 名無しどんぶらこ 2025/11/23(日) 18:41:25.67",もう喋んな,,,ID:uiEklhGh0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0373 名無しどんぶらこ 2025/11/23(日) 18:41:36.87","岩のように腰をすえる石破さんの外交ポリシーからしたら、どこに飛んでいくかわけわからない風船みたいな高市外交なんて見ていられないんですよ
はしたない",,,ID:TWMlQ/Vy0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0374 名無しどんぶらこ 2025/11/23(日) 18:41:46.83","中国　ハニトラ議員を公表する
ニゲル　よく認識して",,,ID:TUY3Rpk10,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0375 名無しどんぶらこ 2025/11/23(日) 18:43:38.48",なめられてたまるか なんて言っておいてか？,,,ID:iqTv6Gow0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0376 名無しどんぶらこ 2025/11/23(日) 18:44:12.77","高市の支持者は強い事言っときゃ喜ぶから
支持者に足引っ張られてる部分もあるかもしれない",,,ID:USWn1Nst0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0377 名無しどんぶらこ 2025/11/23(日) 18:45:34.81","国際会議で他国スピーチ中に腕組み
総理になる資質の無かったひと",,,ID:jBE+u43z0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0378 名無しどんぶらこ 2025/11/23(日) 18:46:02.55","石破の目には何も見えてないので、普通に何もしなかっただけ。
無能に政治は無理なんだよ😠😠😠😠😠",,,ID:mj586xIU0(3/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0379 名無しどんぶらこ 2025/11/23(日) 18:46:42.72","ハニトラ
はい論破",,,ID:XehXuBak0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0380 名無しどんぶらこ 2025/11/23(日) 18:49:45.28","アメリカの民主党に全面的に服従してきた痴呆症が岸田〜石破やろ😠😠😠😠😠
運が悪かった面はあるが、少なくとも無能に権力を与えちゃダメなんだよ😠😠😠😠😠",,,ID:mj586xIU0(4/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0381 名無しどんぶらこ 2025/11/23(日) 18:50:20.46","前首相がこんなに現首相を批判してるの見た事無いわ
さすがの石破や",,,ID:QV+WMFPl0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0382 名無しどんぶらこ 2025/11/23(日) 18:51:06.21",">>1
おまえは黙っとれ！ばいこクど！",,>>1,ID:X77xP7WB0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0383 名無しどんぶらこ 2025/11/23(日) 18:52:30.87",">>1
支那からハニトラ議員の名前を
バラすとか言われて
必死なんだなコイツw",,>>1,ID:E/1Wa/m+0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0384 名無しどんぶらこ 2025/11/23(日) 18:54:56.71","自民党の無能の世襲は扱い易いから、アメリカの民主党らグローバリストから首相の座を与えられてきたのやろ😠😠😠😠😠
アホの日本人は今後はちゃんと選挙に行って、もうそういうの止めようってだけ😠😠😠😠😠",,,ID:mj586xIU0(5/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0385 名無しどんぶらこ 2025/11/23(日) 18:56:42.24","＞注意しながら、注意しながら日中関係をマネジメントしてきた

それにより日本を見下しても良いって状況になった
舐めるなおっさん、あんたは今迄何をしていたんだ？",,,ID:uRjw8EAP0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0386 名無しどんぶらこ 2025/11/23(日) 18:56:46.55",">>376
レベル低いなお前。",,>>376,ID:mj586xIU0(6/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0387 名無しどんぶらこ 2025/11/23(日) 18:57:44.49",中国からお叱りがあったんだろうな,,,ID:mDx4Vk7K0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0388 名無しどんぶらこ 2025/11/23(日) 18:58:31.02","相変わらず後ろから撃つなあ
癖か？",,,ID:DhLXtzLJ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0389 名無しどんぶらこ 2025/11/23(日) 18:58:58.77",本当に駄目だこいつ,,,ID:yp+AT23x0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0390 名無しどんぶらこ 2025/11/23(日) 19:03:06.20",">>385
まあ日本は太平洋戦争で負けてるから
国交なかったのに先人達が努力したから今までの状況があった
ただ安倍さんのインバウンド政策がやり過ぎた感じはする",,>>385,ID:TA6RBLBq0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0391 名無しどんぶらこ 2025/11/23(日) 19:03:48.16","しゃべんなよ
なんもしないやつが",,,ID:/txZqN210,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0392 名無しどんぶらこ 2025/11/23(日) 19:11:53.33","お前さんが反対するなら高市内閣は正しい道を歩んでる
日本に取ってお前さんは逆神であり貧乏神である",,,ID:C+5tnlQ20,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0393 名無しどんぶらこ 2025/11/23(日) 19:14:00.63",キシバ一味を次の選挙では公認しないでほしい,,,ID:12j6oLYS0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0394 警備員[Lv.3][新芽] 2025/11/23(日) 19:14:44.33","うるせえ
二度と喋るなブタ",,,ID:JY7IqEI80,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0395 名無しどんぶらこ 2025/11/23(日) 19:22:37.24",でてくんなキモデブ,,,ID:WsNzS9lH0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0396 名無しどんぶらこ 2025/11/23(日) 19:25:36.12","【悲報】高市首相、各国の首脳に媚びを売りまくるが相手にされずショックで食事会からトンズラwww
https://lavender.5ch.../uraidol/1763892936/",https://lavender.5ch.net/test/read.cgi/uraidol/1763892936/,https://lavender.5ch.../uraidol/1763892936/,ID:D59B779q0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0397 名無しどんぶらこ 2025/11/23(日) 19:26:47.20",80兆かすめ取られた無能が何を言っても,,,ID:a7E8Yldw0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0398 名無しどんぶらこ 2025/11/23(日) 19:29:37.41",次の選挙で落とさないと永遠にねっとりするぞw,,,ID:9vTxtbSv0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0399 名無しどんぶらこ 2025/11/23(日) 19:33:05.92","高市がこれからやりたいことはほとんど中国嫌がるだろ
いちいち気にしてたら一つも実現できないわなあ",,,ID:OCmYoEIE0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0400 名無しどんぶらこ 2025/11/23(日) 19:35:14.31","口だけでトランプにビビってた小物
鳥取砂丘で草むしりしてろよ😿",,,ID:TkeeOqia0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0401 名無しどんぶらこ 2025/11/23(日) 19:37:13.09","真面目に話すけどもう石破は
立憲民主党に電撃移籍してやり残したことやった方がいいんじゃないか
ぶっちゃけ今の自民党なんまったくて怖くないし移籍したら野党第一党で政権獲れるぞ",,,ID:0cM+AyWi0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0402 名無しどんぶらこ 2025/11/23(日) 19:38:21.97",また生き生きと後ろから撃ってるな,,,ID:qnzxin7H0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0403 名無しどんぶらこ 2025/11/23(日) 19:42:14.73",">>1
今日も後ろからの射撃が冴えてるね",,>>1,ID:3y/u9BiX0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0404 名無しどんぶらこ 2025/11/23(日) 19:51:38.36","退任直後にこれだけメディア出て
グダグダ言ってるやつ初めてだろ",,,ID:zwBURLTf0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0405 名無しどんぶらこ 2025/11/23(日) 19:59:42.15","よく認識してるので中国様が折れることもわかっていたようですよw
石破さんあなたと違ってよく見えているようですね高市さんはw


中国国営新聞「日本は訪日客激減、水産物輸入停止、イベント中止と多くの代価を払った！」と勝利宣言
https://hayabusa9.5c...cgi/news/1763869244/",https://hayabusa9.5ch.net/test/read.cgi/news/1763869244/,https://hayabusa9.5c...cgi/news/1763869244/,ID:h+3jhavb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0406 名無しどんぶらこ 2025/11/23(日) 20:00:49.20",">>153
それは当たり前
それ前提で曖昧にしてきた
国力を削がれない程度に中国と付き合い、台湾有事の際、最大限の力を出せるように歴代総理は動いてた",,>>153,ID:uB1EZXhN0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0407 名無しどんぶらこ 2025/11/23(日) 20:04:43.35",コミュ障はだまってろよ,,,ID:UEDC6WrD0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0408 名無しどんぶらこ 2025/11/23(日) 20:14:54.80",【悲報】石破前首相、中国共産党期待の人材としてプロパガンダ動画デビューｗｗｗｗ,,,ID:k9i+gttu0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0409 名無しどんぶらこ 2025/11/23(日) 20:22:42.32","グチグチグチグチうるせぇな
国売るしかしなかったクソド無能が！
はよ死ねや",,,ID:EAfQA2WY0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0410 名無しどんぶらこ 2025/11/23(日) 20:24:28.45","カスハラ対策を推進している企業にも同じ事言えよw
クレーム入れてくる客を良く認識しながら対応しろってよw

やっぱりハタ坊はハタ坊だなw",,,ID:NAxO+mXK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0411 名無しどんぶらこ 2025/11/23(日) 20:26:31.98",毎回後ろから鉄砲うつな,,,ID:ozNCWsuK0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0412 名無しどんぶらこ 2025/11/23(日) 20:26:38.42",朝日の記事を斜め読みしてブチギレ首斬る発言した人に言って,,,ID:P/sb5dG10,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0413 名無しどんぶらこ 2025/11/23(日) 20:29:45.49",">>406
高市さんの発言はアメリカが参戦するという現実も話してしまったことになるのかな
台湾には米軍基地はないんだよね",,>>406,ID:TA6RBLBq0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0414 名無しどんぶらこ 2025/11/23(日) 20:30:52.33","中国は日本に対して
躊躇なく核を打ち込む
大都市に向けて何十発か打ち込むだろう

日本は焦土と化すが
アメリカは中国との核戦争を避ける
中国が持つ核弾頭は600発を超える

お互いにやり合えば
両国が消滅する

ただアメリカは同盟国を見捨てたと非難されない為に
通常兵器による報復と
経済制裁を発動する

ただこれも核戦争を避ける為に
細心の注意が払われる",,,ID:e6AIrQvn0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0415 名無しどんぶらこ 2025/11/23(日) 20:42:25.62",">>99

( °∀°)それは「大東亜戦争は回避できた」と言うのと同じくらいの無いものネダリなんだよ。当時の為政者が最善の判断をした結果がイマなんだよ。

( °∀°)変えられるのは、そして変えるべきは、現在と未来なんだよ。

( °∀°)つしぼりたて超辛口一ノ蔵
(/◎＼)ｸﾞﾋﾞﾋﾞｰ",,>>99,ID:dt8JglCo0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0416 名無しどんぶらこ 2025/11/23(日) 20:43:47.63",">>1
あなたは服装に気を遣えよ",,>>1,ID:WIr6XWmb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0417 名無しどんぶらこ 2025/11/23(日) 20:44:05.89",石破ぁぁぁ帰ってきてくれ！,,,ID:AJvWR+KK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0418 名無しどんぶらこ 2025/11/23(日) 20:47:39.61","台湾も支那も、米国も日本政府も近い将来のリアルな現実としてことを進めている

トップバリュも立憲民主党も共同通信も朝日新聞も、自分とは無関係なただのネタとして受け止めているからウソも吐くしテキトウ

石破茂さんはリアルを知っているのにネタに乗っかって発言したのは完全にアウト
リアル売国奴です",,,ID:OpCzVCYT0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0419 名無しどんぶらこ 2025/11/23(日) 20:47:52.89",相変わらずの気持ち悪さだなコイツ,,,ID:uAkpobud0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0420 名無しどんぶらこ 2025/11/23(日) 20:48:16.74",">>411

( °∀°)ガイヤから好き放題言ってんのが一番楽しい楽だからだよ。吾輩もだけど。

( °∀°)つしぼりたて超辛口一ノ蔵
(/◎＼)ｸﾞﾋﾞﾋﾞｰ

( °∀°)つのり天チーズ味クリーム仕立て
( °〜°）ﾊﾞﾘｯﾎﾞﾘｯﾊﾞﾘｯﾎﾞﾘｯ

( °＊°)ﾌﾞｯﾌ
(( °∀°))ウワハハハハハー！
(( ・∀・)）キョキョキョキョキョー！",,>>411,ID:dt8JglCo0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0421 名無しどんぶらこ 2025/11/23(日) 20:52:11.27","別に間違ったこと言ったわけじゃないし神経質になることもないだろ
向こうは気に入らないことがあればすぐ同じようなことするし
「ああ、また中国がやってきたか」
と国民が思ってくれたほうが政策を進めやすいだろ",,,ID:QVv6Zhhx0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0422 名無しどんぶらこ 2025/11/23(日) 20:54:31.17",普通におにぎり食べれるようになってから口開けよ,,,ID:rlsSxGg30,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0423 名無しどんぶらこ 2025/11/23(日) 20:55:38.97","お前は歴代総理という肩書すら似合わない
今後歴史に名を残すという事が腹立たしい",,,ID:ohHq56zi0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0424 名無しどんぶらこ 2025/11/23(日) 20:55:54.15",もっと鈍感でいいねん,,,ID:3y/u9BiX0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0425 名無しどんぶらこ 2025/11/23(日) 20:56:33.14","ゲルは世の中の流れを理解してないよな
ゲルが辞めた頃は辞める必要ないのにって散々言われてたのに
今はまた後ろから撃ち始めたのかって言われてる
総理時代には自民党に迎合するようなことしかしてこなかったくせに
さすがにもうゲルのメッキははがれたろ",,,ID:EQA4xX7m0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0426 名無しどんぶらこ 2025/11/23(日) 20:57:28.33","【中国からの宣戦布告？】高市首相は中国の圧力に耐えられるか？ Ｇ２０では遅刻！暴言・失言、珍妙発言を繰り返す日本のトップ──
白坂和哉 DAY WATCH11/23
https://www.youtube..../watch?v=MoTPJL9FbrU",https://www.youtube.com/watch?v=MoTPJL9FbrU,https://www.youtube..../watch?v=MoTPJL9FbrU,ID:vmUsF0Nb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,https://www.youtube.com/watch?v=MoTPJL9FbrU,https://i.ytimg.com/vi/MoTPJL9FbrU/default.jpg
"垢版
|
0427 名無しどんぶらこ 2025/11/23(日) 20:58:42.34",恥を知りました,,,ID:KjHLIGfk0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0428 名無しどんぶらこ 2025/11/23(日) 21:00:03.55","石破さあ
いつもいつも後ろから撃ってくるのなんなん？
だから味方いないんだよ",,,ID:L73WMBiU0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0429 名無しどんぶらこ 2025/11/23(日) 21:01:06.94",">>1
消えろよクズ野郎",,>>1,ID:a3LNRCvk0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0430 名無しどんぶらこ 2025/11/23(日) 21:02:10.04","石破って総理大臣の時なんかやったっけ？
汚い食べかたしか印象に残ってない…",,,ID:bdo112tq0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0431 名無しどんぶらこ 2025/11/23(日) 21:04:38.24",まさかゲルが優秀に見える日が来ようとは！,,,ID:XahdmP3N0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0432 名無しどんぶらこ 2025/11/23(日) 21:07:01.18",議員やめてアメリカからの要望とかプレッシャーについて教えてほしいわ,,,ID:84thshSh0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0433 名無しどんぶらこ 2025/11/23(日) 21:11:43.35",">>421
でも台湾とはアメリカも日本も公式的には同盟とかないんだよね
台湾には米軍基地もない
でも戦艦だっけこれを出してきたらというのは中国の戦艦なのかな
これが出てきたらアメリカ軍は台湾を守って中国を攻撃するって言ったことになるのかな
日本はアメリカの後方支援をすると",,>>421,ID:TA6RBLBq0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0434 名無しどんぶらこ 2025/11/23(日) 21:32:51.27","石破さん
老人層の支持は厚いよね",,,ID:moPr3CiG0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0435 名無しどんぶらこ 2025/11/23(日) 21:41:48.15",">>12
ソースが東スポとひろゆきって白痴のレベルだろｗ",,>>12,ID:tJKwWCZm0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0436 名無しどんぶらこ 2025/11/23(日) 21:49:12.91","こいつらって中国は理性のない化物だから刺激するなって遠回しに言ってる自覚ないのな
ネトウヨより中国共産党をバカだと思ってるわ",,,ID:c1WqYglX0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0437 名無しどんぶらこ 2025/11/23(日) 22:01:31.51","歴代総理は辞めたあと次の代の時は思うことがあっても何も言わないことが当然なことなのに
こいつは普通に後ろから撃ってくるスタイル",,,ID:xFyjzeVx0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0438 名無しどんぶらこ 2025/11/23(日) 22:05:23.97","もういい加減黙れデブ
お前のせいで少数与党になって大変な思いしてるってのに",,,ID:d2M2MQET0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
