threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-response,js-ng-setting href,js-response href
"垢版
|
0674 名無しどんぶらこ 2025/11/28(金) 01:32:09.59","足りてない雌鶏はさっさと首相職から降りろ
日本人に限らず外人にも迷惑なのが足りてない雌鶏なんだよ",,,,,,ID:eR5PQ1qQ0(7/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0675 名無しどんぶらこ 2025/11/28(金) 01:32:11.76",きんぺえっていつまで政治家続けるの？,,,,,,ID:vo22QSc/0(3/16),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0676 名無しどんぶらこ 2025/11/28(金) 01:32:19.09","とんでもない嘘つき内閣だな
大本営発表かよ
加担してるメディアも居たら責任取れよ",,,,,,ID:L0gIjWhu0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0677 名無しどんぶらこ 2025/11/28(金) 01:32:21.60",">>14
そうだよね、関税率決めた途端に戦争するバカは高い死くらいだろ",,>>14,,,,ID:zimronhd0(5/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0678 名無しどんぶらこ 2025/11/28(金) 01:32:33.44",">>658
WSJ魏玲霊記者だね",,>>658,,,,ID:SGJC8H+F0(2/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0679 名無しどんぶらこ 2025/11/28(金) 01:32:33.25",">>668
国益損ねてるのだからウヨが怒る事案よ",,>>668,,,,ID:pRQzmz130(13/14),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0680 名無しどんぶらこ 2025/11/28(金) 01:32:41.61",キンペーに言えよ,,,,,,ID:93Y4tD0J0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0681 名無しどんぶらこ 2025/11/28(金) 01:32:42.99",中国はアメリカを舐め切ってるな、アメリカというかトランプだが,,,,,,ID:q9vLMxmZ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0682 名無しどんぶらこ 2025/11/28(金) 01:33:02.31",">>17
それよりも議員定数削減ヤリましょ！",,>>17,,,,ID:zimronhd0(6/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0683 名無しどんぶらこ 2025/11/28(金) 01:33:04.29",">>633
自分で金稼ごうと動かない怠け者が淘汰されるのは当たり前なんよ
むしろ底辺でも家があってネットでくだらない愚痴を垂れ流せる日本は恵まれすぎてるぞ",,>>633,,,,ID:q7jhqwQO0(23/26),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0684 ! 警備員[Lv.0][新芽] 2025/11/28(金) 01:33:12.56",高市が習近平に｢中国が台湾に武力進攻しても北京を爆撃しないようにトランプに釘差して置きました(ニコ！！)｣って言えば済む話,,,,,,ID:BYxaWvsk0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0685 名無しどんぶらこ 2025/11/28(金) 01:33:17.46",ひょっとしてこれでパヨ勝利宣言？ｗｗｗｗｗｗ😂😂😂,,,,,,ID:6G9WB0F20(1/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0686 名無しどんぶらこ 2025/11/28(金) 01:33:19.94",中国が不景気になると隣国に不満をそらすいつものパターンよ,,,,,,ID:vo22QSc/0(4/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0687 名無しどんぶらこ 2025/11/28(金) 01:33:24.03",トランプがチョロすぎてプーチンもキンペーもやりたい放題だなｗ,,,,,,ID:93Y4tD0J0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0688 名無しどんぶらこ 2025/11/28(金) 01:33:25.47","まぁ、トランプさんはビジネスマン。
中国のレアアース、台湾の半導体は
アメリカにとって大事だけど
日本はそれほど重要じゃないんじゃないの？",,,,,,ID:GdyIKFEq0(3/3),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0689 名無しどんぶらこ 2025/11/28(金) 01:33:38.36",">>678
他三人の署名見えないやつw",,>>678,,,,ID:YDd0gwKh0(10/14),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0690 名無しどんぶらこ 2025/11/28(金) 01:33:44.56","まさか米国から背中を撃たれるとはなｗ
ホント面白いわｗ",,,,,,ID:voarWvPB0(5/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0691 名無しどんぶらこ 2025/11/28(金) 01:33:45.13",どうだドナルド怖いか？日本をなめるなよ！,,,,,,ID:OXs4ThM70,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0692 名無しどんぶらこ 2025/11/28(金) 01:33:51.19",">>20
高い死はイシンの犬",,>>20,,,,ID:zimronhd0(7/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0693 名無しどんぶらこ 2025/11/28(金) 01:34:03.38",日本政府から否定されてたろ,,,,,,ID:9OSJFzQL0(1/2),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0694 名無しどんぶらこ 2025/11/28(金) 01:34:22.44",米中同盟にバカ市の乱は鎮圧されたｗｗ,,,,,,ID:Mw3x3ctb0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0695 名無しどんぶらこ 2025/11/28(金) 01:34:25.04",">>679
ねえ、どう国益を損ねたの？具体的にどうぞ",,>>679,,,,ID:2mCZeG480(13/17),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0696 名無しどんぶらこ 2025/11/28(金) 01:34:27.51",">>21
ワシが咎めた",,>>21,,,,ID:zimronhd0(8/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0697 名無しどんぶらこ 2025/11/28(金) 01:34:36.43",">>679
ネトウヨは国益よりも精神的勝利が優先だから…",,>>679,,,,ID:IYuwa4UK0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0698 名無しどんぶらこ 2025/11/28(金) 01:34:38.88",">>1
また、共同通信の捏造記事か？",,>>1,,,,ID:24+Ed4Ze0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0699 名無しどんぶらこ 2025/11/28(金) 01:34:54.14","「日本政府関係者」って誰？
中共工作員かな",,,,,,ID:wI+YxYmc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0700 名無しどんぶらこ 2025/11/28(金) 01:35:01.36",マジレスすると、中国ネタ飽きたんだわ,,,,,,ID:vo22QSc/0(5/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0701 名無しどんぶらこ 2025/11/28(金) 01:35:17.05","「トランプが懸念を示した」
パヨク「うおおおおおおおお！さっすがおやびん！」",,,,,,ID:9OSJFzQL0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0702 名無しどんぶらこ 2025/11/28(金) 01:35:17.84",こうなったらもう日本だけでも中国に一撃をお見舞いしないと日本の世論が黙っていない,,,,,,ID:KkNtJMhR0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0703 名無しどんぶらこ 2025/11/28(金) 01:35:30.78","マスゴミの偏向報道の内容を解釈のしようで特亜はどのようにも言える


●　だが、中共北京共産党が2027年頃を念頭に台湾島に軍事進攻凌辱占領奴隷化の

準備をしている事は明々白々。台湾包囲の演習は既に実戦段階


その時、中国軍が　南西諸島や本土の自衛隊基地や在日米軍基地に先制攻撃をかけ

有利に戦闘を進める戦術も、もう露呈済みだ　台湾や日本含む米国主体諸国は既に警戒している


■　https://www.youtube....80%E5%8F%B0%E6%B9%BE",https://www.youtube.com/results?search_query=%E4%B8%AD%E5%9B%BD%E8%BB%8D%E4%BA%8B%E6%BC%94%E7%BF%92%E3%80%80%E5%8F%B0%E6%B9%BE,https://www.youtube....80%E5%8F%B0%E6%B9%BE,,,,ID:tsagf8Hf0(2/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0704 名無しどんぶらこ 2025/11/28(金) 01:35:36.39",">>693
その木原長官による否定自体が狭いんだよ
　
メディア報道（WSJ）: 「トーンを和らげるよう微妙な助言があった」
日本政府による（意図的な）曲解: この報道を「トランプ氏から『中国を挑発するな』と直接的な指示があった」という強い意味合いに読み替える。
その曲解した内容を否定: 「そのような直接的な指示はなかった」と、公の場で強く否定する。
結果: 国民や視聴者に対し、「報道自体が誤りであり、台湾問題に関する言及は全くなかった」という印象を与えることに成功する。
　
これがご飯論法",,>>693,,,,ID:YDd0gwKh0(11/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0705 名無しどんぶらこ 2025/11/28(金) 01:35:37.55",中国しつけーよ,,,,,,ID:vo22QSc/0(6/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0706 名無しどんぶらこ 2025/11/28(金) 01:35:40.39",パヨさんはマスコミを信じ切ってるから,,,,,,ID:3+NG+NCs0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0707 名無しどんぶらこ 2025/11/28(金) 01:35:42.06",これノーベル平和賞だろw,,,,,,ID:IdQhzldV0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0708 名無しどんぶらこ 2025/11/28(金) 01:35:46.62","デマではないだろうね
仮にトランプが日本と一緒に戦う、みたいなこと言ってたのなら、閣議決定の内容も従来の見解から異なってただろうね

要するに、国力とかを見誤ってたということだ

そして負け惜しみで結果論で「中国依存はリスク」とかいうことにも何の意味もない

じゃあこれまで観光立国とか言ってた日本経済を短期間で全く別の経済に変更できるんですかね？

米一つ取ったって増産して自給率上げようとしたって、この政権で「米にコミットしない！」とか言って減反することになってるのにwww

言ってることとやってることが真逆なんだよw",,,,,,ID:45/rCc9+0(5/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0709 名無しどんぶらこ 2025/11/28(金) 01:35:47.29",">>675
バブル崩壊で失業率が酷いからかなりやばいけど独裁者のように牛耳ってるしまだまだ待つんじゃね",,>>675,,,,ID:6BHr/7PB0(2/4),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0710 名無しどんぶらこ 2025/11/28(金) 01:35:49.15","人気の高市をどこまで突っ走らせるかだろう。
無論手綱を引いてるのは金融資本、グローバリストだけど
数ヶ月以内の解散総選挙で有権者が
高市政権を盤石にした後がかなり面白くなるだろな",,,,,,ID:cFvLGp0j0(8/10),,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0711 名無しどんぶらこ 2025/11/28(金) 01:36:06.45","大本営発表　

自衛隊、中国海軍軍艦を轟沈、澎湖諸島を実行支配",,,,,,ID:TaGSh3g80(1/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0712 名無しどんぶらこ 2025/11/28(金) 01:36:08.54",">>22
信じちゃいない
票田のお年寄りを洗脳してネトウヨ鼠講に引き入れる工作だから",,>>22,,,,ID:zimronhd0(9/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0713 名無しどんぶらこ 2025/11/28(金) 01:36:30.13",5ch白痴ネトウヨ「こうなったらもう日本だけでも中国に一撃をお見舞いしないと日本の世論が黙っていない」,,,,,,ID:eR5PQ1qQ0(8/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0714 名無しどんぶらこ 2025/11/28(金) 01:36:32.31","あれ？やっぱりデマじゃ無かったってこと？w
そらこっちは内容非公開だから否定は容易だけどあっちは会談後の声明も出してたし内容もデマとされてた内容に遠からずなものだった
そして何よりも否定してないもんねw",,,,,,ID:C6k8L7530,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0715 名無しどんぶらこ 2025/11/28(金) 01:36:35.96",">>693
日本政府って、自民党だろ
いつまで、自民党を信じるの？",,>>693,,,,ID:HrwdY0OJ0(3/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0716 名無しどんぶらこ 2025/11/28(金) 01:36:42.82",">>689
記者名出されると不都合でも有るの？ｗ
そんな事より政府が事実では無いとWSJに申し入れを行ったらしいので反論記事待ってるんだよ",,>>689,,,,ID:SGJC8H+F0(3/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0717 名無しどんぶらこ 2025/11/28(金) 01:36:43.31",">>711
はいトラトラトラ",,>>711,,,,ID:zimronhd0(10/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0718 名無しどんぶらこ 2025/11/28(金) 01:37:14.05",">>710
解散総選挙をやるかやらないかが注目やね",,>>710,,,,ID:6BHr/7PB0(3/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0719 名無しどんぶらこ 2025/11/28(金) 01:37:29.55","ウクライナの件でもわかるように
トランプはただのチキン",,,,,,ID:JJIupsuh0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0720 名無しどんぶらこ 2025/11/28(金) 01:37:52.74",正義の中米連合が日本の領土的野心を抑え込む構図がはっきり見えてきたな,,,,,,ID:0fKLqs3t0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0721 名無しどんぶらこ 2025/11/28(金) 01:37:59.29",">>665
別に文句はないよ。
言ってくれるのはありがたいが、それが本当に履行されるかはわからんよ。
その時の政治情勢による。",,>>665,,,,ID:RZsV9JF00(5/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0722 名無しどんぶらこ 2025/11/28(金) 01:38:10.51",トランプにも発言の撤回しろよって事実上言われてるようなものだな,,,,,,ID:9F8hdpux0(1/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0723 名無しどんぶらこ 2025/11/28(金) 01:38:24.49",">>719
金がないもの",,>>719,,,,ID:pRQzmz130(14/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0724 名無しどんぶらこ 2025/11/28(金) 01:38:31.39",">>710
コーパスパーティみたいな
顔面なのにね",,>>710,,,,ID:zimronhd0(11/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0725 名無しどんぶらこ 2025/11/28(金) 01:38:44.93","結局はみんな勇ましいこと言っても他人事なんだよな
米軍が戦ってくれる、自衛隊が戦ってくれる前提だからな",,,,,,ID:ca4t4mmT0,,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0726 名無しどんぶらこ 2025/11/28(金) 01:38:46.33",">>709
もう引き際を考える年齢だろ
若手に譲れや",,>>709,,,,ID:vo22QSc/0(7/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0727 名無しどんぶらこ 2025/11/28(金) 01:38:51.50","これだけ複数のメディアで似たような内容が出てくるのは誰かが流してるからだろう
佐藤優の見立てたとこうらしい


　では、この情報をリークした人たちの意図は何なのでしょうか？　高市早苗首相の権力基盤にとって、この情報が表に出ることはプラスになりません。もちろんリークした人にもこのことは分かっています。

　私はこの情報をリークした人たちの目的は、高市氏に答弁を撤回させる環境を醸成することを意図していると見ています。中国の高市答弁撤回要求を高市氏が認めないと、日中関係のみならず日米関係にも悪影響を及ぼす影響があり、それは日本の国益に反すると考えているのでしょう。

　こんな下剋上のようなことを平気で行う外務省幹部がいるような状況は異常です。",,,,,,ID:AQSlyFnt0(1/9),,,3,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
